Image Path,LaTeX Label
.\cropped\im_ (1201).jpg,-\cot{\theta}+c
.\cropped\im_ (1202).jpg,\int\cos{y}^2dy
.\cropped\im_ (1203).jpg,\int\frac{1+\cos{2y}}{2}dy
.\cropped\im_ (1204).jpg,\int\frac{1}{2}dy+\int\frac{\cos{2y}}{2}
.\cropped\im_ (1205).jpg,\frac{y}{2}+\frac{-\sin{2y}}{4}+c
.\cropped\im_ (1206).jpg,\int\sin{\frac{x}{2}}^2dx
.\cropped\im_ (1207).jpg,\int\frac{1-\cos{x}}{2}dx
.\cropped\im_ (1208).jpg,\int\frac{1}{2}dx-\int\frac{\cos{x}}{2}dx
.\cropped\im_ (1209).jpg,\frac{x}{2}-\frac{\sin{x}}{2}+c
.\cropped\im_ (1210).jpg,\int \frac{\sec{u}^2}{\tan{u}^2}du
.\cropped\im_ (1211).jpg,\int t^{-2}dt
.\cropped\im_ (1212).jpg,\frac{-1}{t}+c
.\cropped\im_ (1213).jpg,\frac{-1}{\tan{u}}+c
.\cropped\im_ (1214).jpg,\tan{u}=t
.\cropped\im_ (1215).jpg,\sec{u}^2=\frac{dt}{du}
.\cropped\im_ (1216).jpg,\sec{u}^2du=dt
.\cropped\im_ (1217).jpg,\int\frac{\sin{(\frac{z-1}{3})}}{\cos{(\frac{z-1}{3})}^2}dz
.\cropped\im_ (1218).jpg,3\int\frac{\sin{u}}{\cos{u}^2}du
.\cropped\im_ (1219).jpg,-3\int t^{-2}dt
.\cropped\im_ (1220).jpg,3t^{-1}+c
.\cropped\im_ (1221).jpg,3(\cos{u})^{-1}+c
.\cropped\im_ (1222).jpg,3(\cos{\frac{z-1}{3}})^{-1}+c
.\cropped\im_ (1223).jpg,\cos{u}=t
.\cropped\im_ (1224).jpg,-\sin{u}=\frac{dt}{du}
.\cropped\im_ (1225).jpg,\sin{u}du=-dt
.\cropped\im_ (1226).jpg,\frac{1}{3}dz=du
.\cropped\im_ (1227).jpg,\frac{1}{3}=\frac{du}{dz}
.\cropped\im_ (1228).jpg,\frac{z-1}{3}=u
.\cropped\im_ (1229).jpg,\int\cot{x}^3\csc{x}^2dx
.\cropped\im_ (1230).jpg,\int -u^3du
.\cropped\im_ (1231).jpg,-\frac{1}{4}u^4+c
.\cropped\im_ (1232).jpg,-\frac{1}{4}\cot{x}^4+c
.\cropped\im_ (1233).jpg,\cot{x}=u
.\cropped\im_ (1234).jpg,-\csc{x}^2=\frac{du}{dx}
.\cropped\im_ (1235).jpg,\csc{x}^2dx=-du
.\cropped\im_ (1236).jpg,\int\sqrt{2+\sin{3t}}\cos{3t}dt
.\cropped\im_ (1237).jpg,\frac{1}{3}\int\sqrt{2+\sin{u}}\cos{u}du
.\cropped\im_ (1238).jpg,3t=u
.\cropped\im_ (1239).jpg,3=\frac{du}{dt}
.\cropped\im_ (1240).jpg,dt=\frac{1}{3}du
.\cropped\im_ (1241).jpg,2+\sin{u}=v
.\cropped\im_ (1242).jpg,\cos{u}=\frac{dv}{du}
.\cropped\im_ (1243).jpg,\cos{u}du=dv
.\cropped\im_ (1244).jpg,\frac{1}{3}\int\sqrt{v}dv
.\cropped\im_ (1245).jpg,\frac{1}{3}.\frac{2}{3}v^{\frac{3}{2}}+c
.\cropped\im_ (1246).jpg,\frac{1}{3}.\frac{2}{3}(2+\sin{3t})^{\frac{3}{2}}+c
.\cropped\im_ (1247).jpg,\int\sin{t}\cos{t}(\sin{t}+\cos{t})dt
.\cropped\im_ (1248).jpg,\int\sin{t}^2\cos{t}dt+\int\cos{t}^2+\sin{t}dt
.\cropped\im_ (1249).jpg,\int u^2du-\int v^2dv=\frac{1}{3}u^3-\frac{1}{3}v^3+c
.\cropped\im_ (1250).jpg,\frac{1}{3}\sin{t}^3-\frac{1}{3}\cos{t}^3+c
.\cropped\im_ (1251).jpg,1+2+3+4+5=\sum_{i=1}^{5}i
.\cropped\im_ (1252).jpg,f(x)
.\cropped\im_ (1253).jpg,\sum
.\cropped\im_ (1254).jpg,S_1+S_2+S_3+\dots+S_n
.\cropped\im_ (1255).jpg,f(x_1)\Delta x_1+f(x_2)\Delta x_2+f(x_3)\Delta x_3+\dots+f(x_n)\Delta x_n
.\cropped\im_ (1256).jpg,\sum_{i=1}^{n}f(x_i)\Delta x_i
.\cropped\im_ (1257).jpg,\lim_{n\to\infty}{\sum f(x_i)\Delta x_i}
.\cropped\im_ (1258).jpg,\lim_{n\to\infty}{\sum_{i=1} f(x_i)\Delta x_i}
.\cropped\im_ (1259).jpg,"[a,b]"
.\cropped\im_ (1260).jpg,\int_{a}^{b}f(x)dx
.\cropped\im_ (1261).jpg,f(x)=x^2+1
.\cropped\im_ (1262).jpg,"[0,1]"
.\cropped\im_ (1263).jpg,4
.\cropped\im_ (1264).jpg,\frac{1}{4}(\frac{16}{16}+\frac{17}{16}+\frac{20}{16}+\frac{25}{16})=1/2
.\cropped\im_ (1265).jpg,\int_{0}^{1}f(x)dx
.\cropped\im_ (1266).jpg,\int_{0}^{1}(x^2+1)dx
.\cropped\im_ (1267).jpg,\frac{1}{3}x^3+x|_0^1
.\cropped\im_ (1268).jpg,\frac{1}{3}(1)^3+1-[\frac{1}{3}(0)^3+0]
.\cropped\im_ (1269).jpg,\frac{1}{3}+1=1/3
.\cropped\im_ (1270).jpg,\int_{a}^{b}f(x)dx
.\cropped\im_ (1271).jpg,-\int_{a}^{b}f(x)dx
.\cropped\im_ (1272).jpg,\int_{a}^{b}f(x)dx=0
.\cropped\im_ (1273).jpg,\int_a^b[f(x)\pm g(x)]dx
.\cropped\im_ (1274).jpg,\int_a^bf(x)dx\pm \int_a^bg(x)dx
.\cropped\im_ (1275).jpg,\int_a^bkf(x)dx
.\cropped\im_ (1276).jpg,k\int_a^bf(x)dx
.\cropped\im_ (1277).jpg,\frac{1}{4}\times \frac{25}{16}
.\cropped\im_ (1278).jpg,\frac{1}{4}=1\times \frac{1}{4}
.\cropped\im_ (1279).jpg,\frac{1}{4}\times \frac{20}{16}
.\cropped\im_ (1280).jpg,\frac{1}{4}\times \frac{17}{16}
.\cropped\im_ (1281).jpg,"[a,b]"
.\cropped\im_ (1282).jpg,f>=0
.\cropped\im_ (1283).jpg,\int_a^bf(x)dx>=0
.\cropped\im_ (1284).jpg,\int_a^b0dx=0
.\cropped\im_ (1285).jpg,\int_a^bf(x)dx>=0
.\cropped\im_ (1286).jpg,f(x)>=0
.\cropped\im_ (1287).jpg,f(x)>=g(x)
.\cropped\im_ (1288).jpg,"[a,b]"
.\cropped\im_ (1289).jpg,f(x)
.\cropped\im_ (1290).jpg,g(x)
.\cropped\im_ (1291).jpg,\int_a^bf(x)dx>=\int_a^bg(x)dx=0
.\cropped\im_ (1292).jpg,\min f(x)(b-a)<=\int_a^bf(x)dx<=\max f(x)(b-a)
.\cropped\im_ (1293).jpg,\max f(x)
.\cropped\im_ (1294).jpg,\min f(x)
.\cropped\im_ (1295).jpg,\int_a^bf(x)dx
.\cropped\im_ (1296).jpg,\int_a^cf(x)dx+\int_c^bf(x)dx=0
.\cropped\im_ (1297).jpg,\int_0^3[x]dx
.\cropped\im_ (1298).jpg,\int_0^10dx+\int_0^21dx+\int_{\dots}^32dx
.\cropped\im_ (1299).jpg,0+x|_1^2+2x|_2^3
.\cropped\im_ (1300).jpg,0+(2-1)+(6-4)=3
.\cropped\im_ (1301).jpg,\int_{-3}^{3}|x-2|dx
.\cropped\im_ (1302).jpg,\int_{-3}^{2}-(x-2)dx+\int_{2}^{3}(x-2)dx
.\cropped\im_ (1303).jpg,-\frac{1}{2}x^2+2x|_{-3}^{2}+\frac{1}{2}x^2-2x|_{2}^{3}
.\cropped\im_ (1304).jpg,-\frac{1}{2}(4)+4-[-\frac{9}{2}-6]+\frac{9}{2}-6-[2-4]
.\cropped\im_ (1305).jpg,-2+4+\frac{21}{2}+\frac{2}{9}-4=13
.\cropped\im_ (1306).jpg,\lim_{n\to\infty}{\sum_{i=1}^{n-1} \frac{1}{n}(\frac{i}{n})}
.\cropped\im_ (1307).jpg,\lim_{n\to\infty}{\frac{1}{n}[\frac{1}{n}+\frac{2}{n}+\frac{3}{n}+\dots+\frac{n-1}{n}]}
.\cropped\im_ (1308).jpg,\lim_{n\to\infty}{\frac{1}{n} \times \frac{1}{n}+\frac{1}{n} \times \frac{2}{n}+\dots+\frac{1}{n} \times \frac{n-1}{n}}
.\cropped\im_ (1309).jpg,\int_0_1xdx
.\cropped\im_ (1310).jpg,\frac{1}{2}x^2 |_0^1=\frac{1}{2}(1)^2-\frac{1}{2}(0)^2=\frac{1}{2}
.\cropped\im_ (1311).jpg,\frac{1}{n}\times\frac{n-1}{n}
.\cropped\im_ (1312).jpg,"[a,b]"
.\cropped\im_ (1313).jpg,f(t)
.\cropped\im_ (1314).jpg,F(x)
.\cropped\im_ (1315).jpg,F(x)=\int_a^xf(t)dt
.\cropped\im_ (1316).jpg,"[a,b]"
.\cropped\im_ (1317).jpg,f(x)=d\frac{F(x)}{dx}
.\cropped\im_ (1318).jpg,f(x)=t^2
.\cropped\im_ (1319).jpg,"[0,1]"
.\cropped\im_ (1320).jpg,F(x)=\int_0^xt^2dt=\frac{1}{3}x^3
.\cropped\im_ (1321).jpg,\frac{d(\frac{1}{3}x^3)}{dx}=x^2=f(x)
.\cropped\im_ (1322).jpg,\frac{d}{dx}\int_0^x\sin{t}dt
.\cropped\im_ (1323).jpg,\frac{d}{dx}\int_0^x\sin{t}dt=\sin{x}
.\cropped\im_ (1324).jpg,F(x)
.\cropped\im_ (1325).jpg,\frac{d}{dx}(-\cos{t})|_0^x=\sin{x}+0
.\cropped\im_ (1326).jpg,\frac{d}{dx}\int_0^{x^2}\cos{t}dt
.\cropped\im_ (1327).jpg,(x^2)'.\cos{x^2}-(0)'\times\cos{0}
.\cropped\im_ (1328).jpg,2x\cos{x^2}
.\cropped\im_ (1329).jpg,\frac{d}{dx}\int_{x^2}^{\sin{x}}\frac{1}{1+t^2}dt
.\cropped\im_ (1330).jpg,(\sin{x})'\frac{1}{1+\sin{x}^2}-(x^2)\frac{1}{1+x^4}
.\cropped\im_ (1331).jpg,\cos{x}\frac{1}{1+\sin{x}^2}-2x\frac{1}{1+x^4}
.\cropped\im_ (1332).jpg,"[a,b]"
.\cropped\im_ (1333).jpg,\int_a^bf(t)dt=F(b)-F(a)
.\cropped\im_ (1334).jpg,\int_0^1t^2dt=\frac{1}{3}t^3 |_0^1=\frac{1}{3}(1)^3-\frac{1}{3}(0)^3=\frac{1}{3}
.\cropped\im_ (1335).jpg,\int_a^bf(t)dt
.\cropped\im_ (1336).jpg,\int_a^bf(t)dt
.\cropped\im_ (1337).jpg,y+x=1
.\cropped\im_ (1338).jpg,x
.\cropped\im_ (1339).jpg,y
.\cropped\im_ (1340).jpg,\int_0^1(-x+1)dx
.\cropped\im_ (1341).jpg,-\frac{1}{2}x^2+x|_0^1
.\cropped\im_ (1342).jpg,-\frac{1}{2}+1=\frac{1}{2}
.\cropped\im_ (1343).jpg,y+x=1
.\cropped\im_ (1344).jpg,y=-x+1
.\cropped\im_ (1345).jpg,y=\cos{3x}
.\cropped\im_ (1346).jpg,\int_0^{\frac{\pi}{6}}\cos{3x}dx
.\cropped\im_ (1347).jpg,3x=u
.\cropped\im_ (1348).jpg,3=\frac{du}{dx}
.\cropped\im_ (1349).jpg,dx=\frac{1}{3}du
.\cropped\im_ (1350).jpg,\frac{1}{3}\int_0^{\frac{\pi}{2}}\cos{u}du
.\cropped\im_ (1351).jpg,\frac{1}{3}\sin{u}|_0^{\frac{\pi}{2}}
.\cropped\im_ (1352).jpg,\frac{1}{3}(\sin{\frac{\pi}{2}}-0)=\frac{1}{3}
.\cropped\im_ (1353).jpg,2\times\frac{1}{3}=\frac{2}{3}
.\cropped\im_ (1354).jpg,\int_a^bf(x)dx
.\cropped\im_ (1355).jpg,\int_a^bf(x)dx
.\cropped\im_ (1356).jpg,-A_1+A_2-A_3+A_4
.\cropped\im_ (1357).jpg,\int_9^4\frac{1-\sqrt{u}}{\sqrt{u}}du
.\cropped\im_ (1358).jpg,\int_9^4\frac{1}{\sqrt{u}}du-\int_9^4\frac{\sqrt{u}}{\sqrt{u}}du
.\cropped\im_ (1359).jpg,\int_9^4u^{-\frac{1}{2}}du-\int_9^4du
.\cropped\im_ (1360).jpg,2\sqrt{u}-u|_9^4
.\cropped\im_ (1361).jpg,2\sqrt{4}-4-2\sqrt{9}+9=3
.\cropped\im_ (1362).jpg,\int_{0}^{\pi}\frac{1}{2}(\cos{x}+\left|\cos{x}\right|)dx
.\cropped\im_ (1363).jpg,\int_{0}^{\frac{\pi}{2}}\frac{1}{2}(\cos{x}+\cos{x})dx+\int_{\frac{\pi}{2}}^{\pi}\frac{1}{2}(\cos{x}-\cos{x})dx
.\cropped\im_ (1364).jpg,\int_{0}^{\frac{\pi}{2}}\cos{x}dx
.\cropped\im_ (1365).jpg,\sin{x}|_0^{\frac{\pi}{2}}
.\cropped\im_ (1366).jpg,\sin{\frac{\pi}{2}}-\sin{0}=1
.\cropped\im_ (1367).jpg,\int_0^2{\sqrt{4x+1}}dx
.\cropped\im_ (1368).jpg,\frac{1}{4}\int_1^9{\sqrt{u}}du
.\cropped\im_ (1369).jpg,\frac{1}{4}\frac{\sqrt[3]{u^2}}{\frac{3}{2}}|_1^9
.\cropped\im_ (1370).jpg,4x+1=u
.\cropped\im_ (1371).jpg,4=\frac{du}{dx}
.\cropped\im_ (1372).jpg,dx=\frac{1}{4}du
.\cropped\im_ (1373).jpg,\int\sin{x}^4\cos{x}^3dx
.\cropped\im_ (1374).jpg,\int\sin{x}^4\cos{x}\cos{x}^2dx
.\cropped\im_ (1375).jpg,\int\sin{x}^4\cos{x}(1-\sin{x}^2)dx
.\cropped\im_ (1376).jpg,\sin{x}=u
.\cropped\im_ (1377).jpg,\frac{du}{dx}=\cos{x}
.\cropped\im_ (1378).jpg,du=\cos{x}dx
.\cropped\im_ (1379).jpg,\int u^4(1-u^2)du
.\cropped\im_ (1380).jpg,\int u^4-u^6du
.\cropped\im_ (1381).jpg,\frac{1}{5}u^5-\frac{1}{7}u^7
.\cropped\im_ (1382).jpg,\frac{\sin{x}^5}{5}-\frac{\sin{x}^7}{7}
.\cropped\im_ (1383).jpg,\int(1-\sin{3t}^2)\cos{3t}dt
.\cropped\im_ (1384).jpg,\int(1-\sin{u}^2)\cos{u}du
.\cropped\im_ (1385).jpg,\sin{u}=V
.\cropped\im_ (1386).jpg,3t=u
.\cropped\im_ (1387).jpg,\frac{du}{dt}=3
.\cropped\im_ (1388).jpg,\frac{dv}{du}=\cos{u}
.\cropped\im_ (1389).jpg,\int\frac{1}{3}(1-v^2)dv
.\cropped\im_ (1390).jpg,dv=\cos{u}du
.\cropped\im_ (1391).jpg,du=3dt
.\cropped\im_ (1392).jpg,dt=\frac{1}{3}du
.\cropped\im_ (1393).jpg,\frac{1}{3}(v-\frac{v^3}{3})+c
.\cropped\im_ (1394).jpg,\frac{1}{3}(\sin{u}-\frac{\sin{u}^3}{3})+c
.\cropped\im_ (1395).jpg,\frac{1}{3}(\sin{3t}-\frac{\sin{3t}^3}{3})+c
.\cropped\im_ (1396).jpg,\int_0^a{\sqrt{a^2-x^2}}dx
.\cropped\im_ (1397).jpg,x^2+y^2=a^2
.\cropped\im_ (1398).jpg,"(0,0)"
.\cropped\im_ (1399).jpg,y^2=a^2-x^2
.\cropped\im_ (1400).jpg,y=\pm\sqrt{a^2-x^2}
.\cropped\im_ (1401).jpg,\frac{\pi a^2}{4}
.\cropped\im_ (1402).jpg,y=\frac{1}{\sqrt{x}}
.\cropped\im_ (1403).jpg,x=1
.\cropped\im_ (1404).jpg,x=4
.\cropped\im_ (1405).jpg,\int_1^4{\frac{1}{\sqrt{x}}}dx
.\cropped\im_ (1406).jpg,\frac{x^{\frac{1}{4}}}{\frac{1}{2}}|_1^4
.\cropped\im_ (1407).jpg,2\sqrt{x}|_1^4
.\cropped\im_ (1408).jpg,4-2=2
.\cropped\im_ (1409).jpg,y=\sqrt{1-x}
.\cropped\im_ (1410).jpg,\sqrt{1-x}=0
.\cropped\im_ (1411).jpg,x=1
.\cropped\im_ (1412).jpg,\int_0^1{\sqrt{1-x}}dx
.\cropped\im_ (1413).jpg,\int_0^1{-\sqrt{u}}du
.\cropped\im_ (1414).jpg,\frac{-u^{\frac{3}{2}}}{\frac{3}{2}}|_0^1
.\cropped\im_ (1415).jpg,\frac{-2(1-x)^{\frac{3}{2}}}{3}|_0^1
.\cropped\im_ (1416).jpg,0+\frac{2}{3}=\frac{2}{3}
.\cropped\im_ (1417).jpg,1-x=u
.\cropped\im_ (1418).jpg,\frac{du}{dx}=-1
.\cropped\im_ (1419).jpg,-dx=du
.\cropped\im_ (1420).jpg,x=1-y^2
.\cropped\im_ (1421).jpg,x=0
.\cropped\im_ (1422).jpg,1-y^2=0
.\cropped\im_ (1423).jpg,y=\pm 1
.\cropped\im_ (1424).jpg,\int_{-1}^{1}{1-y^2}
.\cropped\im_ (1425).jpg,y-\frac{y^3}{3}|_{-1}^{1}
.\cropped\im_ (1426).jpg,(1-\frac{1}{3})-(-1+\frac{1}{3})
.\cropped\im_ (1427).jpg,\frac{2}{3}+\frac{2}{3}=\frac{4}{3}
.\cropped\im_ (1428).jpg,y=\sin{ax}
.\cropped\im_ (1429).jpg,\frac{2}{a}
.\cropped\im_ (1430).jpg,a>0
.\cropped\im_ (1431).jpg,\int_{0}^{\frac{\pi}{a}}{\sin{ax}}dx
.\cropped\im_ (1432).jpg,\frac{-1}{a}\cos{ax}|_0^{\frac{\pi}{a}}
.\cropped\im_ (1433).jpg,\frac{0}{a}+\frac{1}{a}=\frac{2}{a}
.\cropped\im_ (1434).jpg,\frac{\pi}{2a}
.\cropped\im_ (1435).jpg,\frac{\pi}{a}
.\cropped\im_ (1436).jpg,\frac{3\pi}{2a}
.\cropped\im_ (1437).jpg,\frac{\pi}{a}
.\cropped\im_ (1438).jpg,y=\sin{3x}^2
.\cropped\im_ (1439).jpg,x=\frac{\pi}{3}
.\cropped\im_ (1440).jpg,3x=\pi
.\cropped\im_ (1441).jpg,\int_{0}^{\frac{\pi}{3}}{\sin{3x}^2}dx
.\cropped\im_ (1442).jpg,\int_{0}^{\frac{\pi}{3}}{\frac{1-\cos{6x}}{2}}dx
.\cropped\im_ (1443).jpg,\int_{0}^{\frac{\pi}{3}}{\frac{1}{2}}dx-\int_{0}^{\frac{\pi}{3}}{\frac{\cos{6x}}{2}}dx=\frac{1}{2}x|_0^{\frac{\pi}{3}}-\frac{1}{6}\frac{\sin{6x}}{2}|_0^{\frac{\pi}{3}}
.\cropped\im_ (1444).jpg,\frac{\pi}{6}
.\cropped\im_ (1445).jpg,y=x^2
.\cropped\im_ (1446).jpg,y=2-x
.\cropped\im_ (1447).jpg,\int_0^1{x^2}dx+\int_1^2{2-x}dx
.\cropped\im_ (1448).jpg,\frac{x^3}{3}|_0^1+2x-\frac{x^2}{2}|_1^2
.\cropped\im_ (1449).jpg,\frac{1}{3}+((4-2)-(2-\frac{1}{2}))
.\cropped\im_ (1450).jpg,\frac{1}{3}+\frac{1}{2}=\frac{5}{6}
.\cropped\im_ (1451).jpg,\int_0^2{\sqrt{4x+1}}dx
.\cropped\im_ (1452).jpg,\frac{1}{4}\frac{u^{\frac{3}{2}}}{\frac{3}{2}}|_0^1
.\cropped\im_ (1453).jpg,\frac{1}{4}\int_0^2{\sqrt{u}}du
.\cropped\im_ (1454).jpg,\frac{1}{6}\sqrt{(4x+1)^3}
.\cropped\im_ (1455).jpg,\frac{1}{6}\sqrt{9^3}-\frac{1}{6}
.\cropped\im_ (1456).jpg,4x+1=u
.\cropped\im_ (1457).jpg,\frac{du}{dx}=4
.\cropped\im_ (1458).jpg,4dx=du
.\cropped\im_ (1459).jpg,dx=\frac{1}{4}du
.\cropped\im_ (1460).jpg,\int_{\frac{\pi}{4}}^{\frac{\pi}{2}}{\frac{\cos{x}}{\sin{x}^2}}dx
.\cropped\im_ (1461).jpg,\int_{\frac{\pi}{4}}^{\frac{\pi}{2}}{u^{-2}}du
.\cropped\im_ (1462).jpg,-u^{-1} |_{\frac{\pi}{4}}^{\frac{\pi}{2}}
.\cropped\im_ (1463).jpg,-\frac{1}{\sin{x}}|_{\frac{\pi}{4}}^{\frac{\pi}{2}}
.\cropped\im_ (1464).jpg,-1+\sqrt{2}
.\cropped\im_ (1465).jpg,\sin{x}=u
.\cropped\im_ (1466).jpg,\cos{x}=\frac{du}{dx}
.\cropped\im_ (1467).jpg,\cos{x}dx=du
.\cropped\im_ (1468).jpg,\int_0^{\frac{\pi}{6}}{\frac{\sin{2x}}{\cos{2x}^2}}dx
.\cropped\im_ (1469).jpg,-\frac{1}{2}\int_0^{\frac{\pi}{6}}{u^{-2}}du
.\cropped\im_ (1470).jpg,\frac{1}{2}u^{-1}|_0^{\frac{\pi}{6}}
.\cropped\im_ (1471).jpg,\frac{1}{2\cos{2x}}|_0^{\frac{\pi}{6}}
.\cropped\im_ (1472).jpg,\cos{2x}=u
.\cropped\im_ (1473).jpg,-2\cos{2x}=\frac{du}{dx}
.\cropped\im_ (1474).jpg,-2\sin{2x}dx=du
.\cropped\im_ (1475).jpg,\sin{2x}dx=-\frac{1}{2}du
.\cropped\im_ (1476).jpg,1-\frac{1}{2}=\frac{1}{2}
.\cropped\im_ (1477).jpg,\int_0^{\pi}{\sin{x}^2}dx
.\cropped\im_ (1478).jpg,\int_0^{\pi}{\frac{1-\cos{2x}}{2}}dx
.\cropped\im_ (1479).jpg,\int_0^{\pi}{\frac{1}{2}}dx-\frac{1}{2}\int_0^{\pi}{\cos{2x}}dx
.\cropped\im_ (1480).jpg,\frac{x}{2}|_0^{\pi}+\frac{1}{4}\sin{2x}|_0^{\pi}
.\cropped\im_ (1481).jpg,\frac{\pi}{2}
.\cropped\im_ (1482).jpg,\int_0^{\frac{2\pi}{w}}{\cos{(wt)}^2}dt
.\cropped\im_ (1483).jpg,\int_0^{\frac{0}{w}}{\frac{1+\cos{2wt}}{2}}dt
.\cropped\im_ (1484).jpg,\int_0^{\frac{2\pi}{w}}{\frac{1}{2}}dt+\int_0^{\frac{2\pi}{w}}{\frac{\cos{2wt}}{2}}dt
.\cropped\im_ (1485).jpg,\frac{1}{2}t|_0^{2\frac{\pi}{w}}+\frac{\sin{2wt}}{4w}|_0^{\frac{2\pi}{w}}
.\cropped\im_ (1486).jpg,\frac{\pi}{w}
.\cropped\im_ (1487).jpg,\int_0^1{\frac{1}{(2x+1)^3}}dx
.\cropped\im_ (1488).jpg,\frac{1}{2}\int{u^{-3}}du
.\cropped\im_ (1489).jpg,-\frac{1}{4}u^{-2}|_0^1
.\cropped\im_ (1490).jpg,\frac{-1}{4(2x+1)^2}|_0^1
.\cropped\im_ (1491).jpg,-\frac{1}{36}+\frac{1}{4}=\frac{8}{36}
.\cropped\im_ (1492).jpg,2x+1=u
.\cropped\im_ (1493).jpg,2=\frac{du}{dx}
.\cropped\im_ (1494).jpg,dx=\frac{1}{2}du
.\cropped\im_ (1495).jpg,\int_{-1}^0{x\sqrt{1-x^2}}dx
.\cropped\im_ (1496).jpg,\int_{-1}^0{-\frac{1}{2}\sqrt{u}}du
.\cropped\im_ (1497).jpg,-\frac{1}{3}\sqrt{(1-x^2)^3} |_{-1}^0
.\cropped\im_ (1498).jpg,-\frac{1}{3}-0=-\frac{1}{3}
.\cropped\im_ (1499).jpg,1-x^2=u
.\cropped\im_ (1500).jpg,-2x=\frac{du}{dx}
.\cropped\im_ (1501).jpg,xdx=-\frac{1}{2}du
.\cropped\im_ (1502).jpg,\int_0^2{(t+1)(t^2+4)}dt
.\cropped\im_ (1503).jpg,\int_0^2{(t^3+t^2+4t+4)}dt
.\cropped\im_ (1504).jpg,\frac{1}{4}t^4+\frac{1}{3}t^3+2t^2+4t |_0^2
.\cropped\im_ (1505).jpg,4+\frac{8}{3}+8+8=\frac{68}{3}
.\cropped\im_ (1506).jpg,\int_1^2{\frac{x^2+1}{x^2}}dx
.\cropped\im_ (1507).jpg,\int_1^2{1+\frac{1}{x^2}}dx
.\cropped\im_ (1508).jpg,x-\frac{1}{x} |_1^2
.\cropped\im_ (1509).jpg,\frac{3}{2}
.\cropped\im_ (1510).jpg,\int_9^4{\frac{1}{\sqrt{u}}}du-\int_9^4{1}du
.\cropped\im_ (1511).jpg,\int_9^4{\frac{1-\sqrt{u}}{\sqrt{u}}}du
.\cropped\im_ (1512).jpg,2\sqrt{u} |_9^4-u |_9^4
.\cropped\im_ (1513).jpg,(4-6)-(4-9)
.\cropped\im_ (1514).jpg,3
.\cropped\im_ (1515).jpg,\cos{\theta}=u
.\cropped\im_ (1516).jpg,-\sin{\theta}=\frac{du}{d\theta}
.\cropped\im_ (1517).jpg,\sin{\theta}d\theta=-du
.\cropped\im_ (1518).jpg,\cos{\theta}^2\sin{\theta}d\theta.
.\cropped\im_ (1519).jpg,\int_{\frac{\pi}{6}}^{\frac{\pi}{2}}{-u^2}du
.\cropped\im_ (1520).jpg,-\frac{1}{3}\cos{\theta}^3 |_{\frac{\pi}{6}}^{\frac{\pi}{2}}
.\cropped\im_ (1521).jpg,0+\frac{\sqrt{3}}{8}=\frac{\sqrt{3}}{8}
.\cropped\im_ (1522).jpg,\int_{-6}^4{|x|}dx
.\cropped\im_ (1523).jpg,\int_{-6}^0{-x}dx+\int_0^4{x}dx
.\cropped\im_ (1524).jpg,-\frac{x^2}{2} |_{-6}^0+\frac{x^2}{2} |_0^4
.\cropped\im_ (1525).jpg,(0)-(-\frac{36}{2})+(\frac{16}{2})-(0)=36
.\cropped\im_ (1526).jpg,\int_0^{\pi}{\frac{1}{2}(\cos{x}+\left|\cos{x}\right|)}dx
.\cropped\im_ (1527).jpg,\int_0^{\frac{\pi}{2}}{\frac{1}{2}(\cos{x}+\cos{x})}dx
.\cropped\im_ (1528).jpg,\int_{\frac{\pi}{2}}^{\pi}{\frac{1}{2}(\cos{x}-\cos{x})}dx
.\cropped\im_ (1529).jpg,\sin{x}|_0^{\frac{\pi}{2}}+0
.\cropped\im_ (1530).jpg,+
.\cropped\im_ (1531).jpg,\frac{d}{dx}\int_0^x{\cos{t}}dt
.\cropped\im_ (1532).jpg,\frac{d}{dx}\sin{t} |_0^x
.\cropped\im_ (1533).jpg,\frac{d}{dx}\sin{x}
.\cropped\im_ (1534).jpg,\cos{x}
.\cropped\im_ (1535).jpg,\frac{d}{dx}\int_0^x{\cos{t}}dt
.\cropped\im_ (1536).jpg,\cos{x}
.\cropped\im_ (1537).jpg,\frac{dF}{dx}
.\cropped\im_ (1538).jpg,\frac{d}{dx}\int_0^x{\sqrt{1+t^2}}dt
.\cropped\im_ (1539).jpg,\sqrt{1+x^2}
.\cropped\im_ (1540).jpg,\frac{d}{dx}\int_0^x{\frac{dt}{1+t^2}}
.\cropped\im_ (1541).jpg,\frac{1}{1+x^2}
.\cropped\im_ (1542).jpg,\frac{d}{dx}\int_1^x{\frac{dt}{t}}
.\cropped\im_ (1543).jpg,\frac{1}{x}
.\cropped\im_ (1544).jpg,\frac{d}{dx}\int_x^1{\sqrt{1+t^2}dt}
.\cropped\im_ (1545).jpg,\frac{d}{dx}-\int_1^x{\sqrt{1+t^2}dt}
.\cropped\im_ (1546).jpg,_\sqrt{1-x^2}
.\cropped\im_ (1547).jpg,\frac{d}{dx}\int_1^{x^2}{\frac{dt}{1+\sqrt{1-t}}}
.\cropped\im_ (1548).jpg,\frac{d}{dx}\int_1^{2x}{\cos{t^2}dt}
.\cropped\im_ (1549).jpg,\frac{d}{dx}\frac{1}{2t}\sin{t^2} |_1^{2x}
.\cropped\im_ (1550).jpg,2\cos{4x^2}
